-0.18212975,-0.059713661,0.144040743,0.21682223
-0.185748444,-0.062190004,0.146933023,0.225092335
-0.192664913,-0.064931045,0.157841644,0.25216096
-0.19297363,-0.067118331,0.150112272,0.234551897
-0.193787787,-0.077627267,0.139535865,0.221481164
-0.188235422,-0.087239039,0.117004443,0.180862049
-0.188739509,-0.094633298,0.112934075,0.180716097
-0.185903133,-0.095027166,0.094965439,0.135871711
-0.187441338,-0.088746566,0.107218291,0.15766388
-0.187503815,-0.081370848,0.119868051,0.180158643
-0.183939363,-0.07363743,0.1167611,0.163282653
-0.187495888,-0.071266685,0.125445343,0.179701105
-0.187317973,-0.070774592,0.123912146,0.174997693
-0.185986333,-0.067000895,0.134523763,0.198734279
-0.18589985,-0.064836755,0.134398131,0.195174624
-0.183560172,-0.060140633,0.134248103,0.189695794
-0.181692566,-0.056618899,0.134282367,0.18606063
-0.184863119,-0.059312867,0.135592407,0.190832711
-0.189255098,-0.062916314,0.143225518,0.212730054
-0.178687533,-0.060153504,0.120844072,0.158088217
-0.181173443,-0.062123658,0.119056431,0.154124629
-0.183694437,-0.058062062,0.132250631,0.180942651
-0.180646341,-0.05180331,0.136516236,0.185478211
-0.175263248,-0.047675035,0.131355192,0.170071697
-0.173117649,-0.046886033,0.13369836,0.176923362
-0.177640087,-0.048485068,0.144854217,0.205206453
-0.186840574,-0.054938008,0.16009969,0.247577544
-0.185687691,-0.057532109,0.156742774,0.243537992
-0.187573448,-0.067028041,0.144079335,0.222436953
-0.190665627,-0.075118137,0.13504422,0.207798807
-0.194671425,-0.081317659,0.134353315,0.211700368
-0.202467188,-0.082544652,0.150190992,0.248622061
-0.197845468,-0.074396872,0.14307373,0.22154367
-0.201015685,-0.075701426,0.143402062,0.221451843
-0.203262309,-0.080424477,0.156294277,0.260864808
-0.1996413,-0.085998215,0.140712606,0.2310597
-0.201839285,-0.087109937,0.14726297,0.24815244
-0.198535273,-0.081657959,0.146011478,0.2395826
-0.197691415,-0.077744676,0.151087169,0.247942598
-0.201255981,-0.078350419,0.158760923,0.266017063
